단어,개체명 인식,id,Unnamed: 3
만들어보기,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
위해서,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
촬영도,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
하고,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
왔습니다.,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
신라,O,jyFTkCLgPi4,
의,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
흔적이,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
남아있는,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
이곳,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
경주,B_LOC,jyFTkCLgPi4,
에는,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
역시나,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
아름다운,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
문화재를,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
비롯해,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
형형색색,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
"먹거리,",O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
전통,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
기와,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
건축물등,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
옛,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
신라,O,jyFTkCLgPi4,
의,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
모습을,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
들여다,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
볼,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
수,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
있는,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
요소들이,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
너무나,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
많았습니다!,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
부족한,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
"영상이지만,",O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
영상,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
봐주셔서,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
너무나,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
"감사드리고,",O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
앞으로도,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
더,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
좋은,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
영상으로,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
찾아뵙겠습니다.,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
감사합니다!,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
[사용,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
장비],O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
1,O,jyFTkCLgPi4,
.,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
Panasonic Lumix G7,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
+,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
Panasonic,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
25mm,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
f1.7,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
[편집,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
프로그램],O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
Adobe Premiere Pro CC,O,jyFTkCLgPi4,
 ,O,jyFTkCLgPi4,
Adobe After Effect CC,O,jyFTkCLgPi4,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
문화재여행,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
길잡이,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
채널입니다,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
??,O,NnUB1hT8BiE,
문화야놀자TV,O,NnUB1hT8BiE,
는,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
누구나,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
쉽게,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
역사유적지에,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
대해,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
흥미를,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
가질수,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
수,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
있도록,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
전문적이지,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
않은,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
일반적인,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
내용을,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
재밌는,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
설화와,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
문화재,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
설명으로,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
간단하게,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
풀어놨습니다,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
여행을,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
갈때,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
친구,O,NnUB1hT8BiE,
중에,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
누군가는,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
가이드,O,NnUB1hT8BiE,
가,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
되어,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
준다면,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
더,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
유익한,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
여행이,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
되겠지요?,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
쉬운,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
스토리텔링을,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
원하시는,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
분만,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
들어오세요~~~,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
??,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
??최대한,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
쉽게,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
전달되기,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
바랍니다??,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
문화유산편을,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
먼저,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
올려드리니,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
참고,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
해,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
주세요~~,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
차,O,NnUB1hT8BiE,
안에서,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
미리보고,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
가시거나,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
도착하셔서,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
들으시면,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
현장에서,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
안내,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
해설을,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
들으시는듯,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
도움이,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
되실겁니다.,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
?구성,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
1,O,NnUB1hT8BiE,
.스토리텔링,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
:,O,NnUB1hT8BiE,
설총,O,NnUB1hT8BiE,
의,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
5가지,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
키워드,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
(,O,NnUB1hT8BiE,
.,O,NnUB1hT8BiE,
성석,O,NnUB1hT8BiE,
과,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
묘비:,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
상석이,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
?,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
문화샘,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
채널에서는,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
경주,B_LOC,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
펼쳐보기를,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
시작으로,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
한국,B_LOC,NnUB1hT8BiE,
역사흐름을,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
기준으로,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
한,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
전국시대순,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
유적지여행,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
길잡이,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
역할을,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
하고자,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
합니다,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
유적지,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
여행을,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
하는,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
모든사람들에게,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
기존에,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
전해져오는,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
문화재속이야기를,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
유적지,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
현장에서,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
누구나,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
쉽게,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
이해하고,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
우리,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
역사문화재에,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
관심을,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
가지는데,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
도움이,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
될수,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
있도록,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
스토리,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
텔링으로,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
구성했습니다,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
테마는,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
시대흐름에,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
따른,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
유적지여행으로서,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
문화쌤의,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
수년간,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
유적지,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
탐방,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
경험을,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
기초로,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
하였습니다,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
??테마,O,NnUB1hT8BiE,
1,O,NnUB1hT8BiE,
.,O,NnUB1hT8BiE,
경주,B_LOC,NnUB1hT8BiE,
펼쳐보기,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
→,O,NnUB1hT8BiE,
?,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
→,O,NnUB1hT8BiE,
법흥왕릉,B_TOR,NnUB1hT8BiE,
",",O,NnUB1hT8BiE,
백률사,B_TOR,NnUB1hT8BiE,
",박물관",O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
역사관내,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
관련유구,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
"확인,",O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
서출지?,B_TOR,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
→,O,NnUB1hT8BiE,
신라불교,O,NnUB1hT8BiE,
-,O,NnUB1hT8BiE,
진평왕릉,B_TOR,NnUB1hT8BiE,
.,O,NnUB1hT8BiE,
골굴사,B_TOR,NnUB1hT8BiE,
(,O,NnUB1hT8BiE,
원효대사,O,NnUB1hT8BiE,
),O,NnUB1hT8BiE,
설총묘,O,NnUB1hT8BiE,
",",O,NnUB1hT8BiE,
월정교,B_TOR,NnUB1hT8BiE,
/,O,NnUB1hT8BiE,
교촌마을,B_TOR,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
→,O,NnUB1hT8BiE,
신라,O,NnUB1hT8BiE,
발전-,O,NnUB1hT8BiE,
선덕여왕릉,B_TOR,NnUB1hT8BiE,
",",O,NnUB1hT8BiE,
분황사,B_TOR,NnUB1hT8BiE,
",",O,NnUB1hT8BiE,
황룡사지,B_TOR,NnUB1hT8BiE,
",",O,NnUB1hT8BiE,
첨성대,B_TOR,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
→,O,NnUB1hT8BiE,
신라,O,NnUB1hT8BiE,
통일-,O,NnUB1hT8BiE,
무열왕릉,B_TOR,NnUB1hT8BiE,
.,O,NnUB1hT8BiE,
김유신장군묘,B_TOR,NnUB1hT8BiE,
-,O,NnUB1hT8BiE,
동궁,B_TOR,NnUB1hT8BiE,
과,I_TOR,NnUB1hT8BiE,
월지,I_TOR,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
",",O,NnUB1hT8BiE,
감은사지,B_TOR,NnUB1hT8BiE,
",",O,NnUB1hT8BiE,
이견대,B_TOR,NnUB1hT8BiE,
/,O,NnUB1hT8BiE,
문무왕릉,B_TOR,NnUB1hT8BiE,
",",O,NnUB1hT8BiE,
신문왕릉,B_TOR,NnUB1hT8BiE,
",",O,NnUB1hT8BiE,
재매정,B_TOR,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
→,O,NnUB1hT8BiE,
신라,O,NnUB1hT8BiE,
쇠퇴-,O,NnUB1hT8BiE,
괘릉,B_TOR,NnUB1hT8BiE,
",",O,NnUB1hT8BiE,
흥덕왕릉,B_TOR,NnUB1hT8BiE,
",",O,NnUB1hT8BiE,
삼릉,B_TOR,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
→,O,NnUB1hT8BiE,
신라,O,NnUB1hT8BiE,
멸망:,O,NnUB1hT8BiE,
포석정,B_TOR,NnUB1hT8BiE,
.,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
→,O,NnUB1hT8BiE,
신라고분군,B_TOR,NnUB1hT8BiE,
속,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
인물을,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
만나기,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
-,O,NnUB1hT8BiE,
대릉원,B_TOR,NnUB1hT8BiE,
",",O,NnUB1hT8BiE,
노서동,B_LOC,NnUB1hT8BiE,
",",O,NnUB1hT8BiE,
노동동고분군,B_TOR,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
→대표문화유산편-,O,NnUB1hT8BiE,
불국사,B_TOR,NnUB1hT8BiE,
",",O,NnUB1hT8BiE,
석굴암,B_TOR,NnUB1hT8BiE,
",",O,NnUB1hT8BiE,
양동마을,B_TOR,NnUB1hT8BiE,
(?),O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
*시대순코스는,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
시대순탐방테마,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
시작할때,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
올려드리겠습니다,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
문화쌤,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
채널에서,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
소개하는,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
문화재스토리는,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
현제,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
까지,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
밝혀지거나,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
추정하고있는,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
유적지로서,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
새롭게,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
등장하는,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
연구결과나,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
논문은,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
포함하지,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
않습니다.,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
또한,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
대중,O,NnUB1hT8BiE,
이,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
어려울수,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
있는,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
내용은,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
담지,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
않습니다,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
자료는,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
삼국사기,O,NnUB1hT8BiE,
와,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
삼국유사,O,NnUB1hT8BiE,
에,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
기록된내용과,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
문화재청,O,NnUB1hT8BiE,
에,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
등록되어있는,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
유적지장소를,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
기본으로,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
참고,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
하고,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
있습니다,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
새로운내용이나,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
더,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
깊이,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
있는,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
내용을,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
알고싶으신,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
분들.또는,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
이미,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
지식이,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
풍부하신분들은,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
지역,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
학예사,O,NnUB1hT8BiE,
를,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
통하시거나,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
전문,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
서적과,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
더,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
전문적인,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
강의를,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
통해,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
탐구하시기,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
바랍니다.,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
모든역사유적지는,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
추정으로,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
바라보는,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
것이,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
많고,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
정답을,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
내릴수,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
없거나,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
지금까지,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
논란이,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
되고,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
있는,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
부분이,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
많으므로,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
가벼운,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
시각으로,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
채널을,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
시청해주시면,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
감사하겠습니다,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
문화쌤,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
채널은,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
여러분들의,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
유적지여행이,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
알찬,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
여행이,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
될수있도록,O,NnUB1hT8BiE,
 ,O,NnUB1hT8BiE,
돕겠습니다,O,NnUB1hT8BiE,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
#,O,QGp0JtfCRvY,
국립경주박물관,B_TOR,QGp0JtfCRvY,
",",O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
#,O,QGp0JtfCRvY,
경상도,O,QGp0JtfCRvY,
"여행,",O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
#,O,QGp0JtfCRvY,
KoreaTourTV,O,QGp0JtfCRvY,
",",O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
"#우리나라여행,",O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
#,O,QGp0JtfCRvY,
한국여행TV,O,QGp0JtfCRvY,
",",O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
경북,B_LOC,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
경주,B_LOC,QGp0JtfCRvY,
에,O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
위치하고,O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
있는,O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
국립경주박물관,B_LOC,QGp0JtfCRvY,
은,O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
신라,O,QGp0JtfCRvY,
의,O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
문화유산을,O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
한눈에,O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
살필,O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
수,O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
있는,O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
한국,B_LOC,QGp0JtfCRvY,
의,O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
대표적인,O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
박물관이다.,O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
신라,O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
천년,O,QGp0JtfCRvY,
의,O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
역사문화와의,O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
만남이라는,O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
취지로,O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
만들어진,O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
신라역사관,B_TOR,QGp0JtfCRvY,
",",O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
신라미술관,B_TOR,QGp0JtfCRvY,
",",O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
월지관,B_TOR,QGp0JtfCRvY,
",",O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
옥외전시관,O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
등,O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
다양한,O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
신라,O,QGp0JtfCRvY,
의,O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
문화를,O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
만날,O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
수,O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
있다.,O,QGp0JtfCRvY,
 ,O,QGp0JtfCRvY,
천마총,B_TOR,QGp0JtfCRvY,
에서,O,QGp0JtfCRvY,
